;Unnamed: 0;purpose;terms;interest_rate;risk_type_original;principal_amount;churn;company_id;disbursed_date;age;monthly_income;monthly_interest_rate;principal_amount_final;NPV;profit
69;5557;Home Repairs and Improvement;3;0.3054;A;8928.50000003;0;1124;1;;14000.0;0.022457584171545086;9129.012540306314;9072.487835278438;143.98783524843748
70;1670;Payment of Utilities;3;0.7031000000000001;R;9000.00000005;0;760;3;36.0;16000.0;0.04536995148060652;10281.406886304794;10091.606768416144;1091.606768366144
71;6020;Payment of Utilities;3;0.7031000000000001;R;7800.00000007;0;576;3;32.0;24600.0;0.04536995148060652;8910.552634827953;8746.059199323894;946.0591992538939
73;8555;Business;3;0.6046;;3242.00000001;0;576;2;40.0;11600.0;0.04019293325673989;3507.848339094738;3464.5432740929796;222.54327408297968
74;15459;Personal Vacation;3;0.6047;D;9200.00000001;0;967;1;42.0;;0.0401983352428148;9569.824684244299;9510.570573785246;310.57057377524507
75;6947;Payment of Utilities;3;0.4557;B;7000.00000005;0;585;3;28.0;13308.0;0.03178527001205378;7688.931830854832;7546.990150686725;546.990150636725
76;5514;Calamity Fund;3;0.3054;C;9012.00000001;0;425;1;21.0;9358.0;0.022457584171545086;9214.38774856419;9157.334420266036;145.33442025603472
77;7028;Personal Vacation;3;0.7031000000000001;R;8600.00000003;0;760;3;;21000.0;0.04536995148060652;9824.455469115384;9643.09091202216;1043.0909119921598
78;6988;Home Repairs and Improvement;3;0.7031000000000001;R;6899.99999999;0;576;1;34.0;25000.0;0.04536995148060652;7213.0526652057315;7168.391134459537;268.39113446953706
79;1651;Life Events;3;0.1941;A;12000.00000004;0;760;1;50.0;25658.0;0.014892535259124928;12178.710423150094;12103.302703941794;103.3027039017943
80;3301;Calamity Fund;3;0.1025;A;20000.00000004;0;401;1;33.0;40000.0;0.008164846051901042;20163.29692107835;20038.450514545188;38.45051450518804
81;10460;Home Repairs and Improvement;3;0.1025;AA;5000.00000002;0;1082;2;34.0;;0.008164846051901042;5081.981784094594;5019.2437377984525;19.24373777845267
82;7935;Business;3;0.6046;R;4850.00000002;0;198;3;39.0;22932.0;0.04019293325673989;5458.62720800206;5357.858111024774;507.8581110047744
83;694;Payment of Utilities;3;0.1025;C;7598.00000004;0;760;1;46.0;20000.0;0.008164846051901042;7660.0365003426705;7612.607350500567;14.607350460567432
84;14477;School Expenses;3;0.1025;B;8994.00000005;0;760;1;35.0;11277.0;0.008164846051901042;9067.434625441207;9011.291196423044;17.29119637304393
85;6016;Life Events;3;0.6046;C;5685.50000001;0;760;1;25.0;17314.0;0.04019293325673989;5914.016922041596;5877.398716011939;191.89871600193874
86;12667;Life Events;3;0.6047;C;6700.00000003;0;571;3;31.0;28000.0;0.0401983352428148;7540.90146229637;7401.6924997139195;701.6924996839198
87;1625;Medical Outpatient Expenses;3;0.1025;D;6855.00000005;0;198;2;37.0;11814.0;0.008164846051901042;6967.39702601664;6881.383164544346;26.383164494345692
88;16123;Payment of Utilities;3;0.7031000000000001;R;6400.00000002;0;690;1;34.0;9583.0;0.04536995148060652;6690.367689496788;6648.9425015581;248.94250153810026
89;8104;Medical Outpatient Expenses;3;0.6046;;8245.00000005;0;967;3;43.0;23000.0;0.04019293325673989;9279.66625362151;9108.358788759791;863.358788709791
90;7591;School Expenses;3;0.1025;B;12812.00000004;0;1008;1;33.0;21097.0;0.008164846051901042;12916.608007657282;12836.631399632048;24.631399592048183
91;2098;Home Repairs and Improvement;3;0.7031000000000001;R;5900.00000006;0;897;3;;22000.0;0.04536995148060652;6740.033403275353;6615.608881547774;715.6088814877739
92;5995;Home Repairs and Improvement;3;0.6046;E;8000.00000001;0;760;3;45.0;19500.0;0.04019293325673989;9003.921167812574;8837.704100634022;837.7041006240224
93;13551;Others;3;0.1025;C;13000.00000004;0;576;1;;;0.008164846051901042;13106.14299871504;13024.992834468398;24.992834428398055
94;13237;Purchase of Household Appliances & Furniture;3;0.4557;B;5792.50000002;0;576;3;32.0;60000.0;0.03178527001205378;6362.591090008894;6245.134349670219;452.6343496502195
95;623;Life Events;3;0.1025;B;8473.50000002;0;760;3;46.0;17000.0;0.008164846051901042;8682.753731556359;8522.46558227178;48.96558225177978
96;2386;Calamity Fund;3;0.4557;B;5618.50000001;0;589;1;;16000.0;0.03178527001205378;5797.085539573042;5761.191345244908;142.6913452349081
97;6528;Home Repairs and Improvement;3;0.7031000000000001;E;6200.00000005;0;760;2;27.0;19635.0;0.04536995148060652;6775.349679897747;6691.706679991617;491.70667994161704
98;1534;Home Repairs and Improvement;3;0.3054;A;1680.00000005;0;1084;1;33.0;30000.0;0.022457584171545086;1717.7287414593186;1707.0929678748041;27.09296782480419
99;364;Payment of Utilities;3;0.4557;B;33000.00000004;0;1008;1;;;0.03178527001205378;34048.91391043905;33838.09101948457;838.0910194445678
100;1608;Calamity Fund;3;0.4557;A;5845.00000002;0;905;2;35.0;14905.0;0.03178527001205378;6222.475029775225;6145.657374167636;300.6573741476359
101;3620;Home Repairs and Improvement;3;0.6047;R;5000.00000003;0;119;3;26.0;30335.0;0.0401983352428148;5627.53840470735;5523.651119197902;523.6511191679019
103;11981;Payment of Utilities;3;0.1025;;4338.00000001;0;1084;3;33.0;25000.0;0.008164846051901042;4445.12724228352;4363.067881736348;25.067881726347878
104;8275;Home Repairs and Improvement;3;0.7031000000000001;R;9100.0;0;403;2;21.0;13333.0;0.04536995148060652;9944.464852672947;9821.698514102038;721.6985141020377
105;13263;Payment of Utilities;3;0.4557;B;9118.00000005;0;576;3;23.0;;0.03178527001205378;10015.38291908829;9830.493741978198;712.4937419281978
106;8218;Payment of Utilities;3;0.3054;C;7025.00000001;0;198;1;28.0;;0.022457584171545086;7182.764528815329;7138.290535107533;113.2905350975334
107;2819;Education / Tuition Fee;3;0.1025;B;13500.00000001;0;760;1;32.0;;0.008164846051901042;13610.225421710746;13525.954097300968;25.954097290967184
108;5112;Calamity Fund;3;0.4557;B;8003.00000002;0;1124;1;25.0;20000.0;0.03178527001205378;8257.377515927103;8206.249770584349;203.2497705643491
109;9980;Purchase of Household Appliances & Furniture;3;0.5550999999999999;A;7000.0;0;1054;3;28.0;26054.0;0.03748030279752479;7816.955153049168;7672.650095775799;672.650095775799
110;2771;Business;3;0.6046;C;10000.00000003;0;214;3;24.0;24000.0;0.04019293325673989;11254.901459785415;11047.130125811862;1047.1301257818614
111;8079;Car Purchase;3;0.6046;;5451.50000006;0;119;2;26.0;13500.0;0.04019293325673989;5898.530296337585;5825.711801007864;374.2118009478636
112;6936;Life Events;3;0.7031000000000001;E;5000.00000006;0;760;1;32.0;22000.0;0.04536995148060652;5226.849757465755;5194.486329388367;194.486329328367
113;8154;Education / Tuition Fee;3;0.1025;;6271.50000001;0;760;3;38.0;17000.0;0.008164846051901042;6426.375172881808;6307.740945202872;36.24094519287246
114;8406;Calamity Fund;3;0.7031000000000001;;5167.00000003;0;198;3;26.0;33250.0;0.04536995148060652;5902.669931283353;5793.703574713253;626.7035746832535
115;11506;Home Repairs and Improvement;3;0.6046;;4391.00000003;0;760;3;33.0;9000.0;0.04019293325673989;4942.027231010714;4850.794838262577;459.7948382325776
116;2021;Purchase of Household Appliances & Furniture;3;0.7031000000000001;R;9600.00000005;0;760;1;24.0;27845.0;0.04536995148060652;10035.551534266091;9973.413752357928;373.413752307928
117;2045;Home Repairs and Improvement;3;0.3054;B;8200.00000001;0;760;2;33.0;14500.0;0.022457584171545086;8572.439993735736;8466.61156694343;266.61156693342855
119;2036;Purchase of Household Appliances & Furniture;3;0.7031000000000001;R;6500.00000004;0;760;2;;16500.0;0.04536995148060652;7103.189180524388;7015.498938687485;515.4989386474854
122;8274;Major Purchase;3;0.7031000000000001;R;10000.00000006;0;403;2;;13000.0;0.04536995148060652;10927.983354651222;10793.075290286777;793.0752902267777
123;6445;Payment of Utilities;3;1.33;R;9600.00000006;0;85;2;53.0;;0.07303278993199691;11053.433935453835;10916.977159448805;1316.9771593888054
124;10491;Home Repairs and Improvement;3;0.3054;A;15000.00000005;0;760;2;38.0;26200.0;0.022457584171545086;15681.292671500956;15487.704085904865;487.7040858548644
125;579;Others;3;0.1025;C;8500.00000005;0;760;2;25.0;13355.0;0.008164846051901042;8639.369032977072;8532.714354273432;32.714354223431656
126;6877;Hospitalization In-patient Expenses;3;0.7031000000000001;D;9600.00000005;0;760;2;23.0;17000.0;0.04536995148060652;10490.86402045687;10361.352278667104;761.3522786171034
127;7099;Life Events;3;0.4557;B;16100.00000002;0;760;1;29.0;11340.0;0.03178527001205378;16611.7428472147;16508.886830718722;408.8868306987224
128;6118;Calamity Fund;3;0.1025;C;7056.5;0;760;2;33.0;15341.0;0.008164846051901042;7172.200891864012;7083.658687126622;27.15868712662177
129;8567;Medical Outpatient Expenses;3;0.6046;;3000.00000004;0;1158;3;50.0;12000.0;0.04019293325673989;3376.4704379705145;3314.139037777805;314.13903773780476
130;7825;Home Repairs and Improvement;3;0.4557;R;3300.00000001;0;380;3;31.0;;0.03178527001205378;3624.782148816656;3557.8667853091097;257.8667852991098
131;10525;Home Repairs and Improvement;3;0.1025;A;10494.50000005;0;760;3;25.0;13625.0;0.008164846051901042;10753.662481387535;10555.144279620727;60.64427957072621
132;10446;Calamity Fund;3;0.4557;B;8000.0;0;760;3;;;0.03178527001205378;8787.350663771325;8625.13160072322;625.1316007232199
133;10570;Medical Outpatient Expenses;3;0.7031000000000001;D;6400.00000002;0;690;2;28.0;8000.0;0.04536995148060652;6993.909346956675;6907.568185763678;507.56818574367844
134;15005;Calamity Fund;3;0.1025;B;6000.00000004;0;760;2;33.0;30000.0;0.008164846051901042;6098.378140929775;6023.092485374204;23.092485334204866
135;5396;Calamity Fund;3;0.6046;C;8250.00000007;0;1124;1;32.0;20494.0;0.04019293325673989;8581.591699440918;8528.456495897393;278.45649582739316
136;6563;Home Repairs and Improvement;3;0.7031000000000001;R;6500.00000004;0;760;3;53.0;21030.0;0.04536995148060652;7425.460529002349;7288.382666082686;788.3826660426867
137;14296;Purchase of Household Appliances & Furniture;3;1.33;R;10000.00000002;0;760;3;37.0;;0.07303278993199691;12354.892764623577;12126.815019120599;2126.815019100599
138;1982;Home Repairs and Improvement;3;0.7031000000000001;D;6961.50000001;0;198;3;57.0;22000.0;0.04536995148060652;7952.668226524001;7805.857835337734;844.3578353277344
139;7179;Payment of Utilities;3;0.7031000000000001;R;9000.00000005;0;760;1;28.0;18784.0;0.04536995148060652;9408.329563377727;9350.075392838804;350.0753927888036
140;12065;Life Events;3;0.6047;C;10000.00000005;0;403;2;30.0;29337.0;0.0401983352428148;10820.125766473335;10686.549224858867;686.5492248088667
141;2259;Home Repairs and Improvement;3;0.7031000000000001;R;4500.00000002;0;589;2;;9186.0;0.04536995148060652;4917.592509585401;4856.883880621495;356.88388060149555
142;9209;Home Repairs and Improvement;3;0.7031000000000001;R;5000.00000006;0;576;2;32.0;22006.0;0.04536995148060652;5463.9916773583955;5396.537645175768;396.5376451157681
143;5920;Home Repairs and Improvement;3;0.1025;C;3400.00000002;0;907;1;33.0;30000.0;0.008164846051901042;3427.7604765966266;3406.5365874859067;6.536587465906905
144;13475;Major Purchase;3;0.1025;C;12876.00000004;0;576;1;34.0;8681.0;0.008164846051901042;12981.130557804603;12900.754441278465;24.754441238465006
145;6398;Personal Vacation;3;0.7031000000000001;E;5200.00000004;0;760;2;44.0;;0.04536995148060652;5682.551344428252;5612.399150958622;412.3991509186226
146;8067;Purchase of Household Appliances & Furniture;3;0.6046;;5732.00000006;0;1124;3;;25880.0;0.04019293325673989;6451.309516797175;6332.214988162646;600.2149881026453
147;2458;Home Repairs and Improvement;3;0.3054;A;5638.50000001;0;589;3;;9639.0;0.022457584171545086;6026.976344046212;5915.7152264519045;277.21522644190463
148;286;Motorbike Purchase;3;0.6046;C;8400.00000003;0;760;3;45.0;17686.0;0.04019293325673989;9454.117226225151;9279.589305687268;879.5893056572677
149;8510;Payment of Utilities;3;0.1025;C;10756.50000005;0;1008;1;28.0;50000.0;0.008164846051901042;10844.325166607683;10777.179648013807;20.67964796380693
150;2063;Home Repairs and Improvement;3;0.7031000000000001;E;8800.00000001;0;760;2;32.0;;0.04536995148060652;9616.625352046305;9497.906255406171;697.9062553961703
151;14795;Medical Outpatient Expenses;3;1.02;E;7500.0;0;760;3;27.0;16000.0;0.06034195937680953;8941.267864233765;8776.207409621653;1276.207409621653
152;10208;Payment of Utilities;3;0.4557;;5000.00000002;0;385;2;24.0;;0.03178527001205378;5322.904217090524;5257.191936844472;257.1919368244726
153;9072;Payment of Utilities;3;0.4557;B;11000.00000005;0;576;3;41.0;18000.0;0.03178527001205378;12082.607162740494;11859.555951048334;859.5559509983341
154;9263;Pay Off Debts;3;0.7031000000000001;R;10000.00000006;0;576;2;41.0;16000.0;0.04536995148060652;10927.983354651222;10793.075290286777;793.0752902267777
155;9372;Home Repairs and Improvement;3;0.7031000000000001;F;9800.00000002;0;576;3;32.0;31200.0;0.04536995148060652;11195.30972060365;10988.638481125623;1188.6384811056232
156;13917;Others;3;0.6047;C;9800.00000006;0;576;2;25.0;15471.0;0.0401983352428148;10603.723251155769;10472.818240373443;672.8182403134433
157;10764;Car Purchase;3;0.4557;B;25000.00000004;0;576;2;26.0;10920.0;0.03178527001205378;26614.521085388747;26285.95968415928;1285.9596841192797
158;10317;Purchase of Household Appliances & Furniture;3;0.3054;A;2292.50000005;0;1082;3;;15942.0;0.022457584171545086;2450.446620378254;2405.2101014299415;112.71010137994153
160;10524;Payment of Utilities;3;0.1025;A;4690.00000004;0;760;1;32.0;14242.0;0.008164846051901042;4728.293128023742;4699.016645691524;9.016645651524414
161;4727;Calamity Fund;3;0.1025;AA;5042.50000004;0;647;2;33.0;15469.0;0.008164846051901042;5125.178629279553;5061.907309589646;19.407309549646016
162;2885;Business;3;0.3054;B;30000.00000005;0;368;2;35.0;12972.0;0.022457584171545086;31362.585342949642;30975.408171758107;975.4081717081062
163;2081;Medical Outpatient Expenses;3;0.7031000000000001;F;8500.0;0;760;3;29.0;21625.0;0.04536995148060652;9710.217614789472;9530.961947895632;1030.961947895632
164;12625;Payment of Utilities;3;0.6047;C;13800.00000005;0;907;2;37.0;125196.0;0.0401983352428148;14931.773557712642;14747.43793028493;947.4379302349298
165;4698;Home Repairs and Improvement;3;0.6046;;4700.00000003;0;690;1;;;0.04019293325673989;4888.906786337883;4858.63582189497;158.63582186497024
167;5501;Calamity Fund;3;0.3054;A;4800.00000003;0;1124;3;28.0;13425.0;0.022457584171545086;5130.7061189237065;5035.990615783676;235.99061575367614
168;12585;Payment of Utilities;3;1.33;R;11300.00000001;0;907;1;25.0;12000.0;0.07303278993199691;12125.270526242297;12050.193694344765;750.1936943347646
169;2300;Home Repairs and Improvement;3;0.7031000000000001;R;7000.00000002;0;894;2;30.0;45974.0;0.04536995148060652;7649.588348231814;7555.152703176999;555.1527031569995
170;684;Home Repairs and Improvement;3;0.7031000000000001;B;6700.00000002;0;898;2;30.0;;0.04536995148060652;7321.748847594245;7231.360444470339;531.360444450339
171;10475;Calamity Fund;3;0.3054;A;10000.00000003;0;760;2;35.0;19000.0;0.022457584171545086;10454.195114330487;10325.136057266469;325.13605723646833
172;10264;Home Repairs and Improvement;3;0.6046;;6600.00000004;0;1125;1;27.0;13090.0;0.04019293325673989;6865.2733595360905;6822.765196701374;222.76519666137483
173;2102;Hospitalization In-patient Expenses;3;1.02;E;21000.00000006;0;576;1;24.0;9500.0;0.06034195937680953;22267.18114697662;22129.307982647188;1129.3079825871864
174;9117;Payment of Utilities;3;0.6047;C;7200.00000001;0;728;1;40.0;30000.0;0.0401983352428148;7489.428013758668;7443.055231660265;243.05523165026534
175;629;Car Purchase;3;0.1025;C;15000.00000001;0;760;3;28.0;;0.008164846051901042;15370.426148949644;15086.680088966803;86.68008895680214
176;13421;Payment of Utilities;3;0.1025;B;3131.00000002;0;576;1;40.0;13250.0;0.008164846051901042;3156.564133008665;3137.019428065813;6.019428045813129
177;7950;Home Repairs and Improvement;3;0.3054;A;9666.00000001;0;1110;3;40.0;21000.0;0.022457584171545086;10331.95944692873;10141.226102481487;475.22610247148623
178;7633;Home Repairs and Improvement;3;0.6046;;5500.00000007;0;1125;3;23.0;49385.0;0.04019293325673989;6190.195802942192;6075.921569255627;575.921569185627
179;10970;Calamity Fund;3;0.1025;B;9500.0;0;760;1;46.0;;0.008164846051901042;9577.56603749306;9518.263994389927;18.263994389926665
180;2460;Hospitalization In-patient Expenses;3;1.33;R;9800.0;0;576;3;36.0;29256.0;0.07303278993199691;12107.794909306891;11884.27871871442;2084.2787187144204
181;1369;Payment of Utilities;3;0.1025;B;6981.0;0;655;1;32.0;36282.0;0.008164846051901042;7037.998790288321;6994.421152088008;13.421152088008057
182;188;Home Repairs and Improvement;3;0.4557;R;8986.5;0;760;3;24.0;77000.0;0.03178527001205378;9870.940842497628;9688.718141237403;702.218141237403
184;8396;Hospitalization In-patient Expenses;3;0.7031000000000001;;4686.00000006;0;1157;1;30.0;;0.04536995148060652;4898.603592700844;4868.272587906692;182.27258784669175
185;5236;Education / Tuition Fee;3;0.4557;B;9579.00000004;0;425;2;37.0;;0.03178527001205378;10197.61989910382;10071.728312608413;492.72831256841346
186;5133;Payment of Utilities;3;0.4557;B;5530.00000006;0;1124;1;40.0;19000.0;0.03178527001205378;5705.772543228565;5670.4437375622165;140.4437375022162
187;12165;Life Events;3;0.6047;R;6400.00000004;0;690;2;29.0;13000.0;0.0401983352428148;6924.880490551589;6839.391503918223;439.3915038782234
188;12308;Others;3;0.4557;B;6200.00000005;0;1102;3;36.0;16000.0;0.03178527001205378;6810.196764477699;6684.476990614403;484.4769905644025
189;1577;Life Events;3;0.6047;C;11200.00000002;0;967;2;;;0.0401983352428148;12118.540858411181;11968.935131803459;768.9351317834589
190;5998;Life Events;3;0.6047;C;17800.00000005;0;576;3;28.0;15717.0;0.0401983352428148;20034.03672069424;19664.197984281782;1864.1979842317814
191;10321;Home Repairs and Improvement;3;0.3054;R;4100.00000003;0;330;1;23.0;20000.0;0.022457584171545086;4192.076095134008;4166.119742934287;66.1197429042877
192;3390;Home Repairs and Improvement;3;1.33;R;5400.00000005;0;119;3;35.0;19809.0;0.07303278993199691;6671.642092945163;6548.480110372661;1148.480110322661
194;7932;Home Repairs and Improvement;3;0.4557;B;8000.0;0;905;1;26.0;12288.0;0.03178527001205378;8254.28216009643;8203.173580471164;203.1735804711643
195;13921;Payment of Utilities;3;0.3054;A;5200.0;0;605;3;;25000.0;0.022457584171545086;5558.26496213261;5455.656500398218;255.65650039821776
196;6426;Home Repairs and Improvement;3;0.4557;C;7400.00000002;0;760;1;32.0;8324.0;0.03178527001205378;7635.210998109834;7587.935561956335;187.93556193633503
197;13498;Payment of Utilities;3;0.1025;B;2558.00000002;0;576;2;;35000.0;0.008164846051901042;2599.941880752722;2567.845096267494;9.845096247493984
198;4712;Payment of Utilities;3;0.6046;;5821.00000005;0;690;1;26.0;24942.0;0.04019293325673989;6054.963064539493;6017.472153045324;196.472152995324
199;1922;Home Repairs and Improvement;3;0.4557;B;40200.00000006;0;760;3;25.0;10896.0;0.03178527001205378;44156.437085516816;43341.28629369887;3141.28629363887
200;10464;Education / Tuition Fee;3;0.6046;C;5500.00000007;0;760;3;;18500.0;0.04019293325673989;6190.195802942192;6075.921569255627;575.921569185627
201;14011;Home Repairs and Improvement;3;0.4557;B;16100.00000002;0;760;1;33.0;21000.0;0.03178527001205378;16611.7428472147;16508.886830718722;408.8868306987224
202;11684;Calamity Fund;3;0.6046;C;6000.00000002;0;771;2;39.0;19650.0;0.04019293325673989;6492.008030405203;6411.862937866456;411.8629378464566
204;8082;Business;3;0.6046;;5511.00000002;0;1125;2;28.0;11432.0;0.04019293325673989;5962.909375928942;5889.296108432081;378.2961084120816
205;8588;Personal Vacation;3;0.4557;B;12800.00000001;0;907;3;57.0;20000.0;0.03178527001205378;14059.761062045107;13800.210561167934;1000.2105611579336
207;8789;Calamity Fund;3;0.4557;B;9735.00000005;0;1124;2;37.0;13300.0;0.03178527001205378;10363.694510687026;10235.752701047819;500.75270099781847
208;1167;Life Events;3;0.7031000000000001;R;10000.00000006;0;760;2;59.0;19854.0;0.04536995148060652;10927.983354651222;10793.075290286777;793.0752902267777
209;628;Life Events;3;0.1025;C;8348.00000003;0;760;2;30.0;29515.0;0.008164846051901042;8484.876786720888;8380.129344624893;32.129344594892245
210;4135;Calamity Fund;3;0.6046;B;5500.00000007;0;760;1;33.0;22000.0;0.04019293325673989;5721.061132984883;5685.6376639557175;185.6376638857173
211;12333;Home Repairs and Improvement;3;0.3054;A;3456.00000005;0;119;3;27.0;25700.0;0.022457584171545086;3694.1084056554255;3625.9132433940426;169.9132433440427
213;5046;Education / Tuition Fee;3;0.4557;B;6600.00000002;0;690;2;42.0;16000.0;0.03178527001205378;7026.233566552679;6939.493356627975;339.49335660797533
214;238;Life Events;3;0.4557;B;8000.0;0;760;1;27.0;17000.0;0.03178527001205378;8254.28216009643;8203.173580471164;203.1735804711643
215;7170;Home Repairs and Improvement;3;0.7031000000000001;E;9900.00000005;0;576;3;26.0;17947.0;0.04536995148060652;11309.547574929562;11100.767445252151;1200.767445202151
216;2158;Home Repairs and Improvement;3;0.6047;R;13500.00000005;0;576;3;;16000.0;0.0401983352428148;15194.353692674957;14913.858021800088;1413.8580217500876
217;3508;Purchase of Household Appliances & Furniture;3;0.7031000000000001;D;8200.00000002;0;897;1;45.0;6000.0;0.04536995148060652;8572.03360216188;8518.957580115472;318.9575800954717
218;855;Medical Outpatient Expenses;3;0.7031000000000001;E;5800.00000004;0;589;3;30.0;14499.0;0.04536995148060652;6625.795548960863;6503.479917432458;703.4799173924584
219;8513;Life Events;3;0.1025;A;15206.00000001;0;907;3;40.0;15000.0;0.008164846051901042;15581.513334728412;15293.870495521809;87.87049551180826
220;10306;Education / Tuition Fee;3;0.6046;;12600.00000005;0;1008;3;42.0;293432.0;0.04019293325673989;14181.175839343354;13919.383958536424;1319.3839584864236
221;8027;Home Repairs and Improvement;3;0.7031000000000001;D;7012.50000003;0;198;3;43.0;19000.0;0.04536995148060652;8010.929532235585;7863.043607047533;850.5436070175338
222;2274;Life Events;3;0.7031000000000001;D;6700.00000002;0;787;1;42.0;25230.0;0.04536995148060652;7003.97867494097;6960.611681317662;260.61168129766247
224;4306;Calamity Fund;3;0.6046;B;7840.00000001;0;550;2;31.0;23250.0;0.04019293325673989;8482.890493045341;8378.16757212826;538.167572118261
225;6018;Home Repairs and Improvement;3;0.6046;C;6000.00000002;0;1124;1;;10000.0;0.04019293325673989;6241.157599561243;6202.513815166152;202.5138151461524
226;14246;Home Repairs and Improvement;3;0.4557;C;13600.00000002;0;760;2;58.0;13000.0;0.03178527001205378;14478.299470449605;14299.562068180798;699.5620681607979
227;2195;Payment of Utilities;3;0.1025;A;8000.00000002;0;898;3;42.0;20000.0;0.008164846051901042;8197.560612788171;8046.229380797045;46.22938077704566
228;5350;Home Repairs and Improvement;3;0.6046;;18609.00000006;0;425;2;35.0;12500.0;0.04019293325673989;20134.96290629954;19886.392901790645;1277.3929017306436
229;10004;Calamity Fund;3;0.3054;A;5000.00000002;0;555;3;24.0;14.0;0.022457584171545086;5344.485540533503;5245.823558096193;245.82355807619297
230;6804;Payment of Utilities;3;0.1025;C;6041.00000001;0;1075;2;32.0;26500.0;0.008164846051901042;6140.050391528693;6064.2502839938725;23.250283983872578
231;10561;Payment of Utilities;3;0.7031000000000001;F;7900.00000002;0;690;1;27.0;;0.04536995148060652;8258.422616717698;8207.28840035591;307.2884003359104
232;555;Home Repairs and Improvement;3;0.1025;B;4892.50000003;0;760;2;27.0;19000.0;0.008164846051901042;4972.719175747161;4911.329997446255;18.829997416255537
233;13855;Medical Outpatient Expenses;3;0.4557;B;5300.00000003;0;787;2;25.0;16050.0;0.03178527001205378;5642.278470125324;5572.623453064394;272.6234530343945
235;13515;Home Repairs and Improvement;3;0.6046;D;3990.00000004;0;198;1;32.0;;0.04019293325673989;4150.369803736;4124.671687113092;134.67168707309202
236;3366;Home Repairs and Improvement;3;0.1025;A;9500.0;0;760;2;30.0;14259.0;0.008164846051901042;9655.765389741106;9536.563101778913;36.563101778912824
238;6169;Education / Tuition Fee;3;0.6047;C;7400.0;0;425;2;38.0;16000.0;0.0401983352428148;8006.893067150232;7908.046426356021;508.0464263560207
239;8031;Payment of Utilities;3;0.6046;;5575.50000003;0;760;3;37.0;15400.0;0.04019293325673989;6275.1703089182965;6159.327401661067;583.827401631067
240;807;Home Repairs and Improvement;3;0.6047;E;10200.00000004;0;576;3;26.0;15282.0;0.0401983352428148;11480.178345579134;11268.248283140298;1068.248283100298
241;140;Payment of Utilities;3;0.6047;C;7000.00000001;0;414;1;34.0;20000.0;0.0401983352428148;7281.388346710106;7236.303697447768;236.30369743776828
242;4584;Education / Tuition Fee;3;0.6046;C;3650.00000004;0;1125;1;26.0;27671.0;0.04019293325673989;3796.7042064287084;3773.1959042548488;123.19590421484872
243;13048;Payment of Utilities;3;0.5550999999999999;A;4345.99999999;0;690;3;28.0;15500.0;0.03748030279752479;4853.212442153359;4763.619616594985;417.6196166049849
244;298;Calamity Fund;3;0.3054;A;3530.00000004;0;1106;3;25.0;;0.022457584171545086;3773.206791644316;3703.5514320430643;173.5514320030643
245;4416;Payment of Utilities;3;0.6046;C;6000.00000002;0;1125;2;43.0;18000.0;0.04019293325673989;6492.008030405203;6411.862937866456;411.8629378464566
246;7559;Home Repairs and Improvement;3;0.1025;B;13837.00000005;0;1008;3;38.0;18000.0;0.008164846051901042;14178.70577490953;13916.959492776587;79.95949272658618
247;5104;Home Repairs and Improvement;3;0.1941;B;12500.00000005;0;382;2;38.0;29752.0;0.014892535259124928;12875.085726610178;12716.140307539423;216.1403074894224
248;9884;Hospitalization In-patient Expenses;3;0.6047;F;7500.0;0;967;2;25.0;20339.0;0.0401983352428148;8115.094324814425;8014.911918604075;514.9119186040753
249;2505;Hospitalization In-patient Expenses;3;0.6047;F;11700.00000006;0;576;2;41.0;11370.0;0.0401983352428148;12659.547146775423;12503.262593086476;803.2625930264767
250;9386;Home Repairs and Improvement;3;0.7031000000000001;E;10500.00000004;0;576;2;46.0;17541.0;0.04536995148060652;11474.38252235865;11332.729054776293;832.7290547362936
251;4105;Medical Outpatient Expenses;3;0.6047;E;10000.00000005;0;85;3;;46652.0;0.0401983352428148;11255.076809403447;11047.302238384756;1047.302238334756
252;11464;Payment of Utilities;3;0.1025;A;5499.99999999;0;576;2;38.0;10796.0;0.008164846051901042;5590.1799624715295;5521.168111546175;21.168111556175063
253;15414;Calamity Fund;3;0.6046;B;9000.00000004;0;760;2;41.0;16000.0;0.04019293325673989;9738.012045618623;9617.79440681037;617.7944067703702
254;168;Payment of Utilities;3;0.4557;B;10000.00000004;0;760;1;40.0;17000.0;0.03178527001205378;10317.85270016181;10253.96697562997;253.9669755899704
255;9079;Payment of Utilities;3;1.33;R;8900.00000001;0;760;1;36.0;;0.07303278993199691;9549.991830405505;9490.860520326903;590.8605203169027
256;6060;Home Repairs and Improvement;3;0.1025;B;7717.00000001;0;760;2;32.0;;0.008164846051901042;7843.530685550387;7746.700784897183;29.700784887183545
257;617;Payment of Utilities;3;0.1941;B;4000.00000006;0;555;3;25.0;19000.0;0.014892535259124928;4181.385086368547;4104.194543176667;104.19454311666732
258;10464;Payment of Utilities;3;0.1025;AA;5499.99999999;0;1082;2;43.0;43000.0;0.008164846051901042;5590.1799624715295;5521.168111546175;21.168111556175063
259;14372;Medical Outpatient Expenses;3;0.6047;R;8300.00000004;0;690;3;;30000.0;0.0401983352428148;9341.713751803172;9169.260857857691;869.2608578176914
260;7623;Others;3;0.6046;;12000.00000003;0;967;2;45.0;13694.0;0.04019293325673989;12984.016060799586;12823.725875722226;823.7258756922256
